app_id,app_name,app_description,app_version,category,subcategory,vendor_name,vendor_contact_email,app_owner,technical_lead,business_owner,department,annual_cost,license_type,cost_center,in_use,user_count,deployment_type,environment,platform,programming_language,database_type,depends_on_apps,integrates_with_apps,compliance_requirements,security_classification,data_sensitivity,installation_date,last_updated,end_of_life_date,renewal_date,uptime_sla,criticality,tags,notes,created_at,updated_at
52,"Nielsen, Townsend and Williams Certainly App",Market something admit dog test occur.,3.3.1,Marketing,Social Media Management,Miller-Huber,hillmiguel@example.org,Valerie Wallace,Anthony Escobar,Patrick Barnes,Psychotherapist Dept,173439.84,open_source,CC1197,True,4274.0,hybrid,production,desktop,TypeScript,,"Google Analytics,SAP ERP,VS Code",ServiceNow,"HIPAA,GDPR,PCI DSS",confidential,medium,2021-08-26,2025-05-30,,2027-06-28,99.85,critical,"bar,street",Word window career somebody.,2022-08-18T06:10:27.684537,2025-08-01T06:10:27.684539
53,"Ford, Crawford and Saunders Which App",Rock who wrong during you.,4.9.1,Marketing,Social Media Management,"Lowe, Sellers and Giles",melindabarker@example.org,Dana Watson,Raymond Campbell,Donna Brown,Financial_trader Dept,296835.79,perpetual,CC9660,True,,cloud,development,web,Perl,,"Confluence,Workday,AWS Console","Figma,Adobe Photoshop,Microsoft Teams",,confidential,high,2023-03-14,2023-08-21,,2025-09-30,99.08,low,"agreement,born,fact",Fight tend between network. Order should individual finally.,2022-02-24T06:10:27.685198,2025-08-01T06:10:27.685201
54,Brown Inc Water App,None possible energy.,1.5.0,Security,Firewall,"Cooper, Potter and Gates",david06@example.org,Amanda Lynch,Lisa Ellis,Pamela Valencia,Drilling_engineer Dept,438961.66,freemium,CC1747,True,4277.0,hybrid,development,desktop,,,Miro,"Confluence,Notion,SAP ERP",,restricted,critical,2023-11-05,2024-04-23,2025-02-06,2025-12-24,99.22,high,"national,begin",Pattern sister thus can speech. Whole resource late statement serious interview view.,2025-03-05T06:10:27.685758,2025-08-01T06:10:27.685760
55,"Harris, Mata and Rogers Fine App",Their order range foreign letter hair.,5.7.1,Sales,E-commerce,"Conrad, Livingston and Dawson",shannonbradley@example.com,Frances Foley,Victoria Harper,Deborah Lewis,Horticultural_therapist Dept,291753.69,subscription,CC9488,True,1716.0,on_premise,production,mobile,Kotlin,PostgreSQL,"Adobe Photoshop,Google Analytics",,"HIPAA,GDPR",restricted,low,2023-07-26,2023-08-20,,2027-03-24,99.07,low,"guess,factor,example,must,organization",Base growth effort could.,2020-10-09T06:10:27.686413,2025-08-01T06:10:27.686416
56,"Li, Andrews and Gray Item App",Deep sound begin everyone line bit wish.,3.7.9,HR,Recruitment,Gilmore Ltd,lisa42@example.net,Jared Horton PhD,Elijah Simpson,Andre Turner,Immunologist Dept,92543.18,perpetual,CC1567,True,1712.0,cloud,staging,mobile,Java,,"Azure AD,Confluence,Power BI","SAP ERP,Google Analytics,ServiceNow",SOX,restricted,high,2022-02-11,2025-04-21,,2026-05-29,99.93,medium,"occur,leader,particularly,agent,keep",Team meeting hit factor each wear production. Money table relationship to eye.,2020-10-06T06:10:27.687037,2025-08-01T06:10:27.687040
57,Perkins and Sons Trouble App,Different speak job room interest trouble.,2.7.2,Communication,Messaging,Buckley-King,ortizmichael@example.net,Kyle Harris,Timothy Allen,James Mendoza,"Lecturer,_higher_education Dept",266742.62,open_source,CC8628,True,1999.0,hybrid,staging,mobile,Scala,MySQL,"Tableau,GitHub,Azure AD",Jira,"PCI DSS,GDPR",public,low,2021-04-05,2023-04-19,,2026-12-17,99.69,high,six,Home because cause account trial what. Standard leader reach.,2022-05-20T06:10:27.687687,2025-08-01T06:10:27.687690
58,Adams-Fields Country App,Cell board follow gun central.,3.6.4,Security,Antivirus,Moore-Beck,ftorres@example.com,Jamie Aguirre,James Graham,Brittney Stanley,Adult_nurse Dept,300545.69,perpetual,CC5923,False,3818.0,hybrid,production,web,,,"Figma,SAP ERP","Salesforce,VS Code,Workday",,internal,critical,2023-04-07,2024-02-16,2024-09-23,2026-06-05,99.21,low,"color,issue",Again probably system something.,2024-06-29T06:10:27.688277,2025-08-01T06:10:27.688280
59,Marshall Group Hope App,Son leader laugh Democrat most.,5.0.0,Productivity,Project Management,Sparks Group,angelaaguirre@example.org,Alan Werner,Christina Gilbert,Jeffrey Hamilton,Armed_forces_training_and_education_officer Dept,443607.48,subscription,CC0252,False,,on_premise,staging,mobile,JavaScript,MongoDB,Power BI,Azure AD,,confidential,high,2022-03-23,2022-05-10,,2027-03-29,99.06,high,"next,newspaper,yeah",Reveal man firm exist son. Pay be minute.,2023-04-16T06:10:27.688786,2025-08-01T06:10:27.688789
60,Bradford PLC Miss App,Involve front level different world sometimes ago leave.,2.7.6,HR,Recruitment,Howard-Kemp,sean08@example.com,Sarah Simpson,Michael Alexander,Jessica Robinson,"Surveyor,_planning_and_development Dept",311593.45,open_source,CC2023,True,4796.0,on_premise,production,mobile,TypeScript,SQLite,"Miro,Asana,Notion","Power BI,Google Cloud Console,Azure AD","HIPAA,PCI DSS",public,medium,2022-07-13,2025-04-30,,2025-10-08,99.82,low,"always,say",Mother kid important.,2021-03-15T06:10:27.689273,2025-08-01T06:10:27.689276
61,Bowman-Rivera Let App,Real time board.,1.8.3,Design,CAD,"Romero, Simmons and Richardson",whitemonica@example.com,Regina Bond,Johnathan Taylor,Jennifer Moran,Call_centre_manager Dept,448039.8,subscription,CC8977,True,565.0,cloud,staging,desktop,Scala,,,"Google Cloud Console,Google Analytics,Slack",HIPAA,internal,high,2022-04-23,2024-05-11,,2026-07-07,99.4,medium,mean,Open recent it determine prevent go. Current follow follow hair letter.,2022-03-29T06:10:27.689890,2025-08-01T06:10:27.689892
62,Duran PLC National App,Poor body commercial treat option.,4.9.7,Marketing,Social Media Management,Gutierrez Inc,hayesjonathan@example.net,Teresa Cunningham,Ashley Whitaker,Maria Wright,Magazine_journalist Dept,326904.97,subscription,CC0869,True,351.0,on_premise,development,api,C#,,"AWS Console,Trello,ServiceNow",,"GDPR,ISO 27001,SOX",restricted,critical,2022-12-25,2024-11-15,,2026-12-15,99.04,high,"value,act,certain,former,summer",Month physical police beyond where.,2025-03-28T06:10:27.690367,2025-08-01T06:10:27.690370
63,Nichols PLC Protect App,Another recognize happen age others.,3.8.5,Productivity,Task Management,Scott Ltd,okirby@example.com,Chelsea Vargas,Danielle Williams,Vincent Barry,Travel_agency_manager Dept,437174.72,subscription,CC2107,True,943.0,cloud,production,api,Rust,PostgreSQL,"Postman,SAP ERP","Asana,Mailchimp","SOX,GDPR,PCI DSS",confidential,high,2023-11-08,2024-12-10,,2026-07-20,99.13,high,"top,recognize,during,dream",American network risk certainly responsibility.,2021-12-05T06:10:27.690822,2025-08-01T06:10:27.690824
64,Taylor-Watson What App,Organization coach stuff each two house.,5.7.3,HR,Recruitment,Washington Inc,ystewart@example.net,Stefanie Boyd,John Wolfe,Joseph Greene,Artist Dept,125813.2,subscription,CC5955,True,2426.0,cloud,development,desktop,Kotlin,PostgreSQL,"Okta,Adobe Photoshop",,HIPAA,confidential,high,2025-04-09,2025-05-05,,2025-08-23,99.45,high,care,Process sport trial provide people.,2022-05-13T06:10:27.691314,2025-08-01T06:10:27.691316
65,Gonzalez Inc Trip App,Including find total history increase thousand.,5.7.5,Finance,Accounting,Garcia and Sons,jimenezhannah@example.com,Kenneth Jackson,Janet Long,Michael Harvey,Animal_technologist Dept,130139.39,subscription,CC3215,True,2764.0,hybrid,production,desktop,Go,,"Postman,Gmail,Salesforce","Google Cloud Console,Tableau","HIPAA,PCI DSS",restricted,critical,2021-07-18,2022-12-22,,2026-02-03,99.35,critical,door,May style you race choose.,2024-08-13T06:10:27.691824,2025-08-01T06:10:27.691826
66,"Mueller, Webb and Gomez Detail App",Foreign answer southern I land adult good.,2.5.0,Development,Database Tool,Anderson Inc,dwest@example.org,Brianna Lucas,Phillip Hester,Frank Ford,"Administrator,_arts Dept",100125.49,freemium,CC1549,True,,cloud,staging,desktop,Ruby,PostgreSQL,"Miro,ServiceNow",,"SOX,ISO 27001,PCI DSS",confidential,critical,2024-03-04,2024-12-01,,2027-06-19,99.24,low,"head,human",Computer door unit civil. Ask the consumer short system account.,2021-09-16T06:10:27.692391,2025-08-01T06:10:27.692393
67,Frye Inc Oil App,Same follow trade laugh.,1.5.9,Sales,Sales Enablement,"Wright, Mejia and Griffith",vjohnson@example.net,Desiree Duncan,Joseph Gray,Rhonda Sullivan,Restaurant_manager Dept,35365.13,perpetual,CC8938,True,995.0,hybrid,development,mobile,Swift,,Tableau,"Adobe Photoshop,Workday",,internal,low,2023-08-19,2024-09-18,2025-02-08,2026-06-23,99.23,low,"project,size,station,enter",Her possible skin really.,2024-04-02T06:10:27.692945,2025-08-01T06:10:27.692948
68,Maddox-Smith Front App,However choice computer order skill very.,3.4.8,Security,MFA,"Doyle, Fritz and Peterson",melanie53@example.org,Thomas Bailey,Alexis Smith,Tina Fields,Comptroller Dept,65378.71,freemium,CC4894,False,,hybrid,staging,mobile,,,,,"PCI DSS,ISO 27001",public,medium,2022-06-19,2024-02-18,,2027-02-27,99.4,low,half,Store response pass.,2021-12-25T06:10:27.693513,2025-08-01T06:10:27.693515
69,Schroeder Inc Field App,History might strong view race apply late.,3.5.5,Communication,Video Conferencing,Williamson and Sons,kellymichael@example.net,Jillian Andersen,Jose Craig,Albert Myers,Metallurgist Dept,265510.63,open_source,CC6032,True,1836.0,hybrid,staging,mobile,,,,"Adobe Photoshop,Power BI,Salesforce",SOX,confidential,low,2024-10-24,2024-11-21,,2027-01-28,99.59,low,"approach,care,give",Audience light financial two democratic. Tax either success tonight a.,2023-04-05T06:10:27.694010,2025-08-01T06:10:27.694013
70,Bell Group Simply App,Let race skin property.,1.8.5,Marketing,Social Media Management,"Stephenson, Ashley and Davis",shayes@example.org,Darren Grimes,Hannah Wilson,Dana Ellis,Politician's_assistant Dept,340744.91,open_source,CC3901,True,821.0,hybrid,production,api,,SQLite,"Okta,Google Cloud Console",VS Code,"PCI DSS,ISO 27001,HIPAA",restricted,high,2024-03-21,2025-06-25,,2026-07-27,99.7,low,"education,born,hope",Democratic property record least push both.,2024-02-11T06:10:27.694577,2025-08-01T06:10:27.694579
71,"Mosley, Velazquez and Turner Specific App",Operation really wonder anything best bed anyone.,2.5.2,Security,Firewall,"Conley, Meyers and Proctor",ryan22@example.com,Nicole Garcia,Kristin Cameron DDS,Alexandra Johnson,"Administrator,_arts Dept",182496.76,subscription,CC2687,True,799.0,hybrid,development,mobile,C#,MySQL,"Salesforce,Google Analytics","ServiceNow,Confluence","HIPAA,SOX",internal,high,2024-10-31,2025-07-10,,2025-09-18,99.79,medium,"letter,wonder",Your spend learn American alone. Would type race officer up surface Republican old.,2023-03-06T06:10:27.695230,2025-08-01T06:10:27.695233
72,"Dennis, Brown and Mendoza Agree App",Red student mission career.,5.5.0,IT Operations,Asset Management,"Brown, Valentine and Curtis",mark92@example.org,Matthew Richard,Brenda Singleton,Eric Ho,Commercial_horticulturist Dept,148383.01,open_source,CC8823,True,249.0,on_premise,staging,desktop,,Neo4j,Microsoft Teams,"ServiceNow,Slack",,public,high,2021-10-23,2022-12-20,,2026-03-04,99.85,critical,"least,work,would,attorney",Interest much raise budget leg.,2022-10-20T06:10:27.695871,2025-08-01T06:10:27.695874
73,"Evans, Craig and Smith Carry App",Plan interest network agent.,2.0.1,Marketing,Analytics,Stone and Sons,zanderson@example.org,John Dickerson,Margaret Palmer,Krystal Bailey,Minerals_surveyor Dept,120096.62,freemium,CC3500,True,3433.0,on_premise,staging,web,,,"Mailchimp,Postman,AWS Console","Slack,Figma,Tableau",,confidential,critical,2022-03-25,2024-08-15,,2025-08-26,99.1,medium,"low,hundred,article",Quickly want meeting spend far.,2021-12-13T06:10:27.696433,2025-08-01T06:10:27.696436
74,Ryan Group Box App,There property always coach her plant.,5.6.1,Communication,Video Conferencing,"Lamb, Moran and Allen",ybaker@example.net,Holly Dickson,Keith Kim,Melissa Jones,"Pilot,_airline Dept",252206.73,subscription,CC7054,True,3359.0,cloud,production,desktop,Rust,,Workday,Notion,,restricted,low,2023-04-09,2024-03-13,,2027-06-15,99.78,high,fall,Hotel produce cause key. Force team book pick.,2023-11-11T06:10:27.697021,2025-08-01T06:10:27.697024
75,"Johnson, Morris and Tucker Remain App",Push reason trip thank close.,5.6.9,Security,Antivirus,Werner-Jones,danielluna@example.com,Terry Alexander,Douglas Osborne,Chad Meadows,"Lecturer,_higher_education Dept",380052.37,open_source,CC0628,True,3947.0,on_premise,development,web,Java,,,Adobe Photoshop,"PCI DSS,HIPAA",public,high,2025-04-03,2025-07-18,,2025-12-01,99.42,critical,"sea,anything,floor,stand,southern",Make test father tend crime thing conference. Teach data voice level.,2022-08-01T06:10:27.697720,2025-08-01T06:10:27.697723
76,Banks PLC Town App,Also baby you month area majority.,5.1.0,Finance,Expense Tracking,Werner-Walton,teresachen@example.com,Patricia Welch,Madison Martinez,Alex Sloan,"Surveyor,_mining Dept",346129.05,subscription,CC4510,True,4851.0,cloud,development,desktop,,PostgreSQL,"GitHub,VS Code,Miro","Splunk,Tableau",SOX,internal,medium,2022-02-04,2023-08-04,,2027-02-25,99.36,high,"ball,cause,key",Art service price plant. Generation six worry.,2022-01-20T06:10:27.698278,2025-08-01T06:10:27.698281
77,King LLC Today App,Interview size place.,5.8.9,Marketing,Social Media Management,Gutierrez-Ellis,robert46@example.com,Jennifer Smith,Robert Johnson,Paul Welch,Herpetologist Dept,288685.51,freemium,CC9563,True,2626.0,on_premise,development,web,Kotlin,,Confluence,"Jira,Figma,GitHub","ISO 27001,SOX",internal,high,2025-04-15,2025-05-06,,2026-01-03,99.74,medium,"say,item,assume,maintain,think",Turn you leave bed team. Movement phone space save charge left must human.,2021-12-30T06:10:27.698778,2025-08-01T06:10:27.698781
78,Nelson-George Care App,Wear worker religious myself particular likely prove.,3.2.0,Development,Database Tool,Hill-Richmond,cschultz@example.net,Ryan Berry,Sabrina Patterson,Anthony Saunders,Music_tutor Dept,217634.65,perpetual,CC7124,True,2713.0,cloud,staging,desktop,Perl,,"GitLab,Power BI",Google Cloud Console,GDPR,internal,high,2025-04-25,2025-05-16,,2027-01-03,99.27,low,"tax,join,act,property,interview",Listen cost poor without. Never investment item discuss return consider week.,2024-03-10T06:10:27.699328,2025-08-01T06:10:27.699331
79,Johnson LLC Choice App,Where mean history article.,5.3.6,Design,Graphic Design,Lee-Mcdowell,pmorris@example.net,Kyle Taylor,James Dalton,Robert Johnson,Secretary/administrator Dept,496377.62,freemium,CC1312,True,347.0,cloud,development,desktop,,SQLite,,"Salesforce,Confluence","GDPR,HIPAA",internal,critical,2024-07-08,2024-08-09,,2027-07-26,99.54,high,"article,seem,democratic",Often economic process general TV.,2025-02-28T06:10:27.699820,2025-08-01T06:10:27.699822
80,Stanley Group Happy App,Page teach use step game any.,5.3.3,Design,CAD,Espinoza-Jones,milleremily@example.net,Diane Scott,Trevor Sanders,Victoria Gordon MD,Cytogeneticist Dept,410021.38,perpetual,CC1240,False,1162.0,cloud,development,desktop,,PostgreSQL,"GitLab,Adobe Photoshop,Confluence",,,restricted,high,2025-03-20,2025-07-13,,2025-10-09,99.2,high,simply,Example develop trip outside certainly local. Day thank sea goal no particularly offer option.,2024-01-09T06:10:27.700347,2025-08-01T06:10:27.700350
81,Gardner-Perez Before App,Instead couple owner think trip.,2.6.6,Security,Firewall,Owen Inc,lunajennifer@example.org,Jacob Mcclure DDS,Devin Brown,Stephen Berger,"Scientist,_research_(physical_sciences) Dept",203728.86,perpetual,CC8044,True,493.0,on_premise,production,web,TypeScript,MongoDB,"Confluence,Miro,Splunk","GitLab,Slack",SOX,public,medium,2023-10-10,2024-10-05,,2026-06-12,99.25,critical,"expect,other",Man if simply future win. Specific personal choice morning program.,2024-02-06T06:10:27.700878,2025-08-01T06:10:27.700880
82,"Cook, Morgan and Reid Industry App",Blood may raise return off degree speak their.,3.6.1,Development,Version Control,"Garcia, Martin and Gordon",smithjessica@example.org,Kenneth Evans,Melissa Wilson,Nathan Thomas,"Production_designer,_theatre/television/film Dept",143072.26,subscription,CC4121,True,,cloud,development,web,C#,,"Miro,Zoom",Figma,PCI DSS,restricted,low,2022-08-27,2024-07-21,,2025-11-14,99.2,high,"others,wind",Lay represent kind ahead anyone wait particular understand. Even along where certain green.,2024-03-08T06:10:27.701545,2025-08-01T06:10:27.701547
83,Logan LLC Put App,Style step other reduce protect tough.,4.7.8,Finance,Expense Tracking,Sexton-Brown,ngarcia@example.com,Edward Calderon,Tiffany Nicholson,Joseph Owens,Museum/gallery_curator Dept,494464.67,freemium,CC8108,True,4824.0,hybrid,development,desktop,,SQLite,"Trello,Zoom,Confluence","Splunk,Figma,Azure AD","ISO 27001,GDPR",restricted,medium,2020-10-03,2022-03-14,,2026-06-12,99.1,high,"set,follow,job",Itself offer administration school reduce large tonight job. Director central office likely there choice never.,2024-04-11T06:10:27.702038,2025-08-01T06:10:27.702041
84,Wilson-Bush Late App,Scene according this amount car trouble.,2.7.1,Sales,E-commerce,Miles PLC,mendozatyler@example.org,Jody Solomon,Cheryl Howell,Michelle Morales,Museum/gallery_curator Dept,380997.18,freemium,CC5660,False,3910.0,cloud,staging,web,Rust,,"Slack,Splunk,Salesforce","VS Code,Jira,Google Cloud Console","GDPR,SOX",public,medium,2020-09-12,2023-12-12,,2027-03-31,99.6,critical,"city,especially,training",Else mean against attention camera standard stuff concern.,2024-02-17T06:10:27.702561,2025-08-01T06:10:27.702563
85,Rodriguez-Mitchell Response App,Continue behavior down behind chair.,3.0.4,Design,CAD,Yates-Bowman,jennifer77@example.com,Janice Parker,Keith Kelley,Gregory Hernandez,"Pharmacist,_hospital Dept",75915.12,subscription,CC1087,True,1538.0,hybrid,development,mobile,Kotlin,Neo4j,,Slack,HIPAA,confidential,high,2023-11-28,2025-03-04,,2027-01-12,99.91,medium,"stay,court",Exactly too address meet former Mrs. Image among ability everything improve easy stage.,2024-06-07T06:10:27.703070,2025-08-01T06:10:27.703072
86,Williams Inc Hour App,Hotel area most end level away phone.,1.0.1,Sales,E-commerce,"Carter, Owens and Cooley",gregorymegan@example.com,Robert Spencer,Colleen Spears,Lisa Norman,Acupuncturist Dept,60370.62,open_source,CC8839,True,1928.0,on_premise,production,api,,,"Figma,GitHub,Zoom","Gmail,Asana,Postman",GDPR,confidential,low,2025-03-13,2025-03-27,2025-01-21,2026-10-20,99.86,high,"be,yeah,federal,similar",Drop show skin culture right.,2022-03-19T06:10:27.703646,2025-08-01T06:10:27.703648
87,Griffin Ltd Agent App,Song including could second media.,5.4.4,Communication,Video Conferencing,"Cook, Lloyd and Green",codybrown@example.net,Melissa Johnson,Lisa Allen,Daniel Cook,Artist Dept,137040.18,subscription,CC3180,True,,on_premise,production,web,,MongoDB,"Adobe Photoshop,Postman,Miro",,PCI DSS,confidential,critical,2022-05-05,2024-11-24,,2027-06-12,99.88,critical,"many,beyond,piece",Along box popular necessary for attention.,2021-02-18T06:10:27.704388,2025-08-01T06:10:27.704391
88,Mcfarland-Walker Stuff App,Example young early six.,2.7.2,Productivity,Office Suite,"Moon, West and Leon",evansemily@example.com,Keith Stone,Patrick Frazier,Brittney Hayes,Horticultural_therapist Dept,259546.22,subscription,CC2324,True,2034.0,hybrid,staging,mobile,C#,,"Jira,Asana",Workday,"PCI DSS,SOX,HIPAA",confidential,high,2021-12-23,2025-02-17,,2026-02-18,99.39,high,"do,child,offer",Budget scientist resource.,2023-11-05T06:10:27.704994,2025-08-01T06:10:27.704997
89,Mcgee-Kennedy Culture App,Site six above trouble war democratic investment.,1.9.2,Communication,Email,Wallace-Torres,pflores@example.org,Vanessa Martin,Amber Raymond,Casey Wyatt,"Designer,_blown_glass/stained_glass Dept",476584.72,perpetual,CC9033,True,612.0,hybrid,staging,desktop,Swift,,"Gmail,Adobe Photoshop","Splunk,ServiceNow",HIPAA,public,low,2024-09-05,2025-05-30,,2026-02-07,99.25,low,"sort,big,pay,social",Yet soldier still east require.,2021-08-04T06:10:27.705522,2025-08-01T06:10:27.705524
90,"Roman, Strickland and Santos Quality App",Paper fill like individual design.,5.9.4,HR,Recruitment,Green-Reid,natalie11@example.org,Andrew Rodriguez,Tyler Martinez,Crystal Briggs,Cabin_crew Dept,83791.39,open_source,CC3185,True,4786.0,on_premise,staging,desktop,,SQLite,Splunk,"Trello,Salesforce,Mailchimp","PCI DSS,ISO 27001,SOX",internal,high,2023-07-28,2024-05-27,,2025-10-23,99.15,high,than,Check herself pay direction. Reduce floor hair floor already resource.,2022-11-27T06:10:27.706089,2025-08-01T06:10:27.706091
91,House and Sons Soon App,Place well return hundred up ahead research.,5.3.8,Finance,Expense Tracking,Dalton LLC,ejohnson@example.net,Brian Booth,Cathy Romero,Krista King,Politician's_assistant Dept,309405.73,perpetual,CC8533,True,1555.0,on_premise,staging,desktop,Kotlin,,Workday,Notion,PCI DSS,internal,critical,2022-12-23,2023-04-11,,2025-11-15,99.15,medium,"around,church,light,like",Will suddenly father many direction speech board pressure.,2021-08-13T06:10:27.706535,2025-08-01T06:10:27.706537
92,Conley Group Wind App,Everyone federal trouble career dog.,1.8.3,Productivity,Office Suite,Ramirez-Powers,aayers@example.com,Heather Bryan,Lisa Washington,David Roberts,Public_affairs_consultant Dept,453563.89,subscription,CC2440,True,3430.0,on_premise,development,desktop,,Neo4j,"Power BI,Splunk",Figma,"SOX,HIPAA,GDPR",internal,critical,2021-01-27,2025-07-10,,2027-05-24,99.81,medium,"sure,about",Really skill wear structure.,2023-08-27T06:10:27.707022,2025-08-01T06:10:27.707024
93,Martinez and Sons Appear App,Big reveal quickly.,5.9.1,Communication,Email,"Cook, Hancock and Miller",theresa09@example.net,Amy Larson,Melissa Hopkins,Mr. Christopher Harmon,Architectural_technologist Dept,488831.47,open_source,CC9594,True,2458.0,cloud,production,desktop,,Neo4j,,"Slack,GitHub,Jira",,confidential,medium,2021-08-09,2024-05-05,2024-08-19,2027-04-27,99.11,high,"toward,side,knowledge,stop,image",State happen American our billion message.,2023-12-14T06:10:27.707705,2025-08-01T06:10:27.707710
94,Carter Inc Spend App,Type training major quality prepare suddenly probably skin.,3.6.9,Development,Database Tool,Evans LLC,orios@example.net,Darlene Stephens,Kristina Daugherty,Joe Coleman,Recruitment_consultant Dept,495710.69,open_source,CC0454,True,4135.0,on_premise,production,desktop,JavaScript,SQLite,"Splunk,Gmail","VS Code,GitLab","GDPR,SOX",restricted,medium,2024-01-25,2025-07-10,,2026-06-30,99.3,high,"that,professional,history,themselves,back",White guy fact law interview single. Listen official natural buy.,2025-07-16T06:10:27.708203,2025-08-01T06:10:27.708209
95,Patterson Group Account App,Case many along sea.,2.4.0,Development,Version Control,"Green, Bryant and Mann",yprince@example.org,Kayla Crosby,Jasmine Ellis,Stanley Joyce,"Solicitor,_scotland Dept",190697.54,freemium,CC4034,True,4309.0,hybrid,production,mobile,Ruby,MongoDB,"Azure AD,Jira,Adobe Photoshop","ServiceNow,SAP ERP","HIPAA,SOX",restricted,critical,2021-12-30,2023-07-20,,2027-02-26,99.56,critical,rate,That argue ability page. Job between operation old instead clear.,2024-01-29T06:10:27.708766,2025-08-01T06:10:27.708772
96,"Mckenzie, Taylor and Harper Push App",Although fish large shoulder ability.,1.3.2,Productivity,Note Taking,Walker-Fields,salazarnoah@example.com,Dana Floyd,Harold Brown,Amanda Gardner,Futures_trader Dept,130611.39,perpetual,CC4415,False,4794.0,on_premise,staging,api,Kotlin,MongoDB,"Postman,AWS Console,Figma",,PCI DSS,internal,critical,2023-05-10,2023-10-26,,2026-09-16,99.49,critical,"professor,contain",At individual past sound. Resource market product point look do time.,2025-07-12T06:10:27.709392,2025-08-01T06:10:27.709394
97,"Elliott, Hall and Vargas Message App",Price cell see politics drop option pattern.,4.2.0,Marketing,Social Media Management,Bishop Ltd,smithelizabeth@example.com,Paula Taylor,Michelle Kim,James Reed,Careers_information_officer Dept,411861.63,perpetual,CC4872,True,999.0,on_premise,staging,mobile,Perl,MongoDB,"Confluence,AWS Console",,ISO 27001,internal,high,2023-07-04,2025-03-14,2025-03-29,2025-08-08,99.01,medium,tonight,Suffer administration town. Guess message around only.,2024-08-26T06:10:27.709978,2025-08-01T06:10:27.709981
98,Lewis-Smith Mention App,Tax realize race bill.,5.7.9,Productivity,Task Management,Delacruz Ltd,dthompson@example.net,Michael Cannon,Travis Green,Leah Higgins,Set_designer Dept,137288.1,subscription,CC0498,True,3504.0,hybrid,staging,api,,Neo4j,"Postman,Microsoft Teams",Miro,"ISO 27001,GDPR,SOX",public,low,2021-02-14,2023-03-28,,2026-09-03,99.49,critical,"inside,source,wish",Accept dream enough western.,2020-12-17T06:10:27.710475,2025-08-01T06:10:27.710477
99,Andersen-Henderson Yeah App,Nation rock bill actually indicate player bill.,5.5.9,IT Operations,Monitoring,"Clark, King and Tran",millererik@example.org,Matthew Evans,Betty Black,Amber Schroeder,Museum/gallery_exhibitions_officer Dept,497798.79,perpetual,CC4005,False,,hybrid,production,web,C++,,"GitLab,VS Code",,"ISO 27001,GDPR,PCI DSS",public,low,2021-07-04,2023-11-27,,2025-11-17,99.31,medium,"sit,affect,walk",For when argue back fast.,2021-01-24T06:10:27.711078,2025-08-01T06:10:27.711081
100,Hanna and Sons People App,Play stage site.,1.3.2,Security,Antivirus,"Vincent, Hodges and Anderson",ilewis@example.org,Timothy Daniel,Ashley Wood,Alexis Richardson,"Nurse,_learning_disability Dept",336190.52,freemium,CC1514,True,1995.0,hybrid,production,web,,,"Google Analytics,Gmail,Google Cloud Console",Salesforce,"PCI DSS,HIPAA",public,medium,2025-04-21,2025-06-23,,2027-03-28,99.92,low,"practice,able,resource",Bag task rich its rest south.,2020-09-22T06:10:27.711703,2025-08-01T06:10:27.711707
